Tweet,Sentiment,Sentiment Score,Original Label
"Where are the girl refugees, asylum seekers, children? #NotMyPresident #cruel #racist #inhumane #xenophobic #criminal #misogynist",Negative,-0.9042,Non-hate
A look at refugee and migrant camp ahead of EU meeting,Neutral,0.0,Non-hate
@user It’s hysterical him watching that woman and eating chicken,Neutral,-0.0258,Non-hate
"I either laugh or turn into a complete psychopath when I'm mad, either way, no one is safe",Positive,0.2732,Non-hate
"@user @user So true, guys. Thanks for your support. Check out our account for info on upcoming events #maledominance",Positive,0.8584,Non-hate
When daddy leaves cute notes for you,Positive,0.4588,Non-hate
Pro Tip- Gray board shorts show a dick print just as good as gray sweats,Negative,-0.1027,Non-hate
The more WOMEN in the workplace means LESS WOMEN IN THE KITCHEN. Like and retweet if you see this as a big problem #ilovefood #homecookedm#,Negative,-0.0516,Hate
"The end to a successful @user Advisory Board meeting - members @user Founder &amp; CEO Diane Portnoy, @user &amp; @user Chair @user - after update on existing and plans for future research on economic contributions of #immigrants @user @user",Positive,0.5859,Non-hate
@user Not all men are stupid to mistake ~ No ~ for Yes they are just using any means to stir up the movement,Negative,-0.6486,Non-hate
for them niggas who think im pussy gon and show me hoe,Negative,-0.34,Hate
How to cure yourself from reporting pics and pages ☺️,Positive,0.4588,Non-hate
@user @user Fuck off you Kunt,Negative,-0.5423,Non-hate
"Guys who call me or others who're, slut, bitch, cunt or whore don't deserve my attention or time. I won't date you.",Negative,-0.9442,Non-hate
It is a glorious life that I lead,Positive,0.6369,Non-hate
Rica gets so much cock in her licked cunt,Negative,-0.6222,Hate
@user @user @user you want open borders and more immigration?? @user seven masked illegal immigrants storm jewelry store in Texas @user,Negative,-0.5661,Hate
why whore when you could cookie?,Negative,-0.6486,Hate
"@user @user @user @user This waste of Money must be stopped!!!  #NoMoreRefugees   Keep telling us how SS is going Broke, while you toss $ out the window!! Stop p—-ing. on our backs &amp; telling us it’s Raining!",Negative,-0.889,Non-hate
Ex-UN envoys urge US to restore Palestinian refugee funds,Positive,0.296,Non-hate
"Filthy rich federal refugee contractor, @user teams with TripAdvisor to give #Refugees free tourism trips.  What about poor Americans and military vets? Any free tours for them?",Positive,0.8156,Hate
"We KNOW that not all men are rapists, but unfortunately 1 in 4 women and 1 in 6 men have experienced abuse....and that is TOO MANY VICTIMS.",Negative,-0.8689,Non-hate
"@user @user The very same people who promote the mass bombing of the ME. One would think they might actually realise that many of the immigrants they’re complaining about. Are fleeing the bombs, they supported being dropped.",Positive,0.4767,Non-hate
The woman who #accused nelly of #rape has dropped her case.,Negative,-0.7845,Non-hate
@user He can choke and so does his bitch hoe,Negative,-0.8207,Hate
"Yesterday @user and @user were live from the border in Tornillo, Texas to address the issue of immigrant families being separated. Watch and share the broadcast here âž",Positive,0.296,Non-hate
I started stroking it instead,Neutral,0.0,Non-hate
UN urges #Libya not to detain rescued migrants #head #UnitedNations,Neutral,0.0,Non-hate
"Triage system for border crossers won't be in place until Septemberhttps://t.co/AnYatbcW9UPretty well turned out for ""refugees"" (code for country shoppers).",Positive,0.2732,Non-hate
Sub or not all men are weak & stupid for me be useful and keep fetching my clips @,Negative,-0.5267,Non-hate
I stand with the victims of sexual harassment or rape. No matter if they're a woman or a man. A rape is a rape what…,Negative,-0.9681,Non-hate
"Invite her over, play Rihanna 'Sex with Me' on repeat, then give her the worst sex of her life... #wastehertime2016",Negative,-0.2732,Hate
@user Do you know how traumatizing rape is?,Negative,-0.8402,Non-hate
Bitches are always sayin 'it's the little things' until you have a -a little bank account -a little drinking problem -or a little dick,Negative,-0.853,Hate
Fier op mijn jongste dochter! Woensdag maken we 5 jonge leeuwen voor A’pse verkiezingen bekend. #AntwerpenIsVanOns,Neutral,0.0,Non-hate
REFUGEES NOT WELCOME 👊🏻👊🏻👊🏻,Negative,-0.4629,Hate
I like watching horror movies.   I don't want to live in one.  #StopTheInvasion,Negative,-0.3447,Non-hate
Iraqi refugee charged with shooting #cop last week. Feds reportedly halted his deportation in #2016. -,Negative,-0.2023,Non-hate
How can you slag someone off so much and then be best friends the next minute 😂😂😂,Positive,0.9432,Non-hate
"Government, UN probe finds inflated #refugee figures #WithRefugees #Uganda @user @user @user @user @user",Neutral,0.0,Non-hate
"Does your pretty friend know you're using her pics to attract people to your tinder, chubs?",Positive,0.836,Non-hate
@user Good one Bob! Show her who the real boss is! And keep up the support for our cause.,Positive,0.7339,Hate
The bitch done had a baby shower in McDonald's 🤦🤦.. loud forgive the lil whores u made .,Negative,-0.7717,Hate
"Monday thoughts: they may die of starvation &amp; homelessness but by God, they’ll have their guns strapped on in order to shoot any immigrant they come across, cause Trump said so. Back when they still had a TV to watch Fox News.",Negative,-0.4404,Hate
"@user Will you be throwing the odd 'Waaaaahhhhhh', 'Cunt' or 'Fook sake boys' in the mix? Or will that just be behind the scenes. 😉",Negative,-0.6705,Non-hate
@user @user You are Beautiful charming Bitch Jennifer white Nobody's fuck like you Amazing sucking Cocks 💝💝💝👑👑👑👑👑👑,Positive,0.9652,Hate
@user Bit of an arrogant Kunt aren't you Gerry.,Negative,-0.4939,Non-hate
I say 'I do' a lot for someone that would never say I do...,Neutral,0.0,Non-hate
"@user @user @user  Illegals Cost U.S taxpayers $135 Billion a year WIC doesnt ask for #immigration status Its time to cal ICE on illegals at school, welfare offices at jobs I believe in Zero Tolerance Not 1 More Dimes Spent for Illegals",Positive,0.296,Hate
@user Get up and walk the dog you little cunt before I ground you.,Negative,-0.4417,Hate
STFU! Like we need your worthless 2 cents of wisdom! Go crawl back under your rock!!!,Positive,0.6331,Non-hate
"Pro Tip- If you're in NYC tonight and a girl asks you if you're your_fuckboy, say yes, take her home and fuck her",Negative,-0.2023,Hate
"This is besides the catcalls, the hey baby’s and calling me a slut and bitch when I wasn’t interested. Fuck this shit.",Negative,-0.9186,Non-hate
Do you ever just wanna lose your shit on someone for no good reason other than the fact that they exist? Cause same,Negative,-0.8274,Non-hate
#WomenDisobey  Black America turns against Obama onn ILLEGAL Immigration. via @user,Negative,-0.6523,Non-hate
"@user Corky BOoger is hands down the most hysterical woman of the bunch, he wins",Positive,0.5118,Non-hate
If syrian refugees want to sue Germany because of delays go a head who is to say they would be given Asylum anyway ungratful and sad,Negative,-0.4215,Hate
Good Job @user and Thanks !  No Illegal think they can disregard are law no right to be in the U.S No Right to stay !  No Pack it Up!  #Immigration #Trump #MAGA #SendThemNHome,Positive,0.4404,Non-hate
"Agreed. Happy to see Labour using more direct language and action on migration, but no IRC is worse than another. They all have to be binned, not forgetting immigration detention wings in prisons. Because migration is not a crime.",Positive,0.3378,Non-hate
"Aid boat to take rescued migrants to Spain, after Italy refuses access",Positive,0.4215,Non-hate
"I mean, they COULD, but they'd just find vapid bullshit from a cunt who beat up a pregnant woman made for HS freshm…",Negative,-0.8885,Non-hate
What's the difference between your bonus and your dick? You don't have to beg a woman to blow your bonus,Positive,0.5719,Hate
AfD: We have to take care of our own poor before inviting migrants,Positive,0.34,Non-hate
When she cancels the dick appointment cause she's 'sick' then you see her in the bar on her snap story,Negative,-0.8176,Non-hate
Help us all The Bitch is back. I checked the hole she went in and covered it up.,Negative,-0.2732,Hate
When you're trying your best to fit in,Positive,0.7717,Non-hate
Talmbout. I was always feeling lmaoo bitch shut up and drop that baby fat before u try and jump on this dick. It got a Weight limit,Negative,-0.851,Hate
@user I have watched you talk out of both sides of your mouth for months now. We see you. Nothing but a greedy fame whore.,Negative,-0.1672,Hate
ANTONIO SABATO JR: I’M AN IMMIGRANT AND I SUPPORT TRUMP’S WALL  ..  Watch full video here: @user @user  @user @user  @user #BuildTheWall #Borderwall #Immigration #AmericaFirst,Positive,0.5319,Non-hate
"Ur a cunt nd she’s a hoe, nuff said",Negative,-0.4939,Hate
@user A illegal aliens showing exactly what they were coming to this country for in the first place. #sendthemback!!!!!,Negative,-0.6973,Hate
Germany to hold migrants in detention centres on Austria border,Negative,-0.3612,Hate
Not according to the holes in Denmark,Neutral,0.0,Non-hate
@user @user :') this whore is damn sexy @user tbh this girl knew how to name her acc :'),Positive,0.2903,Hate
Good bitch I’m glad u got dumped he is never coming back to your life dumb bitch you a hoe,Negative,-0.8271,Hate
Watch: Afghan migrant harassed Bulgarian woman and got a lesson - Free Speech Time - @user,Negative,-0.0516,Hate
Sarah Jeong is exactly why we don't need non white immigration. They come over here with complete hatred for the native population. Thanks for redpilling America ðŸ‡ºðŸ‡¸ðŸ˜‚ðŸ’¯,Negative,-0.3182,Hate
@user Protect U.S Citizens Enforce U.S Laws Illegals are Not above U.S Laws #NoAmnesty No #DACA #SendThemBack #Trump #MAGA @user,Positive,0.1027,Hate
"@user Bitch stfu i talk to u everyday u the one who forget yo place, HOE",Negative,-0.6908,Hate
"If you are not aware of this situation, you need to be as the US has taken in thousands of these Muslim refugees.",Neutral,0.0,Non-hate
My rotation is like a revolving door,Positive,0.3612,Non-hate
Illegal Aliens Killed Two Search And Rescue Dogs In Texas wicked infernal barbarians have no place in society!#BuildTheWallNow #DeportThemAll #NoAmnesty#NoDACA#NoMs,Negative,-0.8932,Hate
"With military members already  being stripped of their service to our country and told to go home, Trump administration plans to limit citizenship for legal immigrants, NBC News reports",Positive,0.128,Hate
@user @user I hate you you fucking cunt bitch how fucking dare you I hope you wake up with mad cott…,Negative,-0.9113,Hate
But if y’all INSIST on wanting anyone’s relationship I rather you look for a Barack than a Gucci. Not all men take you through hell.,Negative,-0.8126,Non-hate
"21 trillion National Debt is a lot for supposedly greatest country on earth, keep supporting Planned Parenthood, you don't want US babies to be born with hundreds of dollars tags on their diapers good night Hollywood adopt more immigrants n refugees please @user Why not?",Positive,0.8828,Non-hate
Deleted again. Working to get it back again,Neutral,0.0,Non-hate
Chinese officials have complained when Hong Kong's Foreign Correspondents' Club has hosted controversial speakers. Now one former city leader is criticizing the group's lease of a government building.,Negative,-0.7184,Non-hate
"@user Wouldn't it be awful if it suffered the same fate as that other piece of publicly funded globalist ""art"", a ""remembrance wall"" for rapefugee invaders in Liverpool.",Negative,-0.1828,Hate
"If a guy doesn't have a psycho ex, then you know his dick game weak AF.",Negative,-0.7351,Non-hate
"Picture: the couple Engelbert and Spera, both Jews. Engelbert is now elected in the Austrian parliament for the Ã–VP. He says in the newspaper HaÃ retz the danger for Jews doesnt come from FPÃ–Nazis, more from Islamic refugees, which import antisemitism to Austria.",Negative,-0.5267,Non-hate
Congress must hold the administration accountable for its treatment of immigrants. We have to lift our voices for justice and mercy.,Positive,0.7096,Non-hate
Theresa May defends why do not all the ruling classes open up their homes to migrants ordinary people are on waiting lists the other are not,Neutral,0.0,Non-hate
Deep State Judge Blocks Trump Administration From Ending Obama Immigrants First DACA,Negative,-0.2263,Non-hate
"@user Yeah, but I think RAM is something you can’t ever have enough of. Maybe when you can load the entire HD into memory...",Positive,0.1531,Non-hate
@user @user @user Glaring deficiencies in healthcare ignored. Building stupid Ram mandir and statues are given prominence. UP is suffering from Sangh poison,Negative,-0.9062,Non-hate
"People talk down on women who don't want broke niggas for no reason, I wouldn't want a broke bitch",Negative,-0.1887,Hate
#Trump &amp; #Israel are seeking to erase #refugee status of 7 Millions #Palestinians.Its a #genocide &amp; this is part of #JaredKushner peace plan..#Netanyahu dictated plan Erasing #Palestinian catastrophe #Nakba #Nakba70 same like erasing #Holocaust.Never again for all &amp; for anyone,Positive,0.1531,Non-hate
"@user author of THE STRUGGLING STATE, writes about #Eritrea #Refugees for @user",Negative,-0.5473,Non-hate
"'not all men' yeah you're right, jim hopper, an amazing selfless man who who took care of 13 year old powerful girl would NEVER do this",Positive,0.8365,Non-hate
@user @user I hope you love monster cock,Positive,0.7579,Non-hate
Illegal Alien Stabbed Woman To Death At Horse Track @user @user #NoAmnesty #NoDACA #DeportThemAll,Negative,-0.886,Hate
"The Republican field includes anti-immigrant and racist candidates, yet this @user ad is the one that gets blocked.",Negative,-0.7269,Non-hate
bitch what the fuck do you mean you cant find the fucking page cunt i need to vote for my boys dont you understand,Negative,-0.8952,Non-hate
@user Alabama ain't called part of The Bible Belt for nothing.50 yrs ago they would have ------- her.250 yrs ago she'd been ------ at the -----.Hey that is progress in the right direction although glacier like.,Positive,0.6486,Non-hate
Bitches better stop wearing bonnets in public. Put a fucking hat on if you’re a lazy cunt like me. That’s what I do.,Negative,-0.7506,Hate
New blog post: ZX81 internal 16K RAM upgrade in a way which is reversible should you want to go back to the stock 1K,Positive,0.0772,Non-hate
wahhh not all men /: praise me for not assaulting women /: make this about ME /:,Positive,0.7861,Non-hate
@user HE SUFFERS FROM MENTAL GLITCHES---DEMENTIA?,Negative,-0.5904,Non-hate
Interesting read from our Chief Economist on how @user enhances U.S. economic growth. Learn more here: @user,Positive,0.6486,Non-hate
You talked to me as if Im some super skank up in a bunch ! Who tf do u think u r ? Honestly ? Not one boy has talked to me like that everrrr ! You disgust me man ! No respect what so ever ! & your dirty dick aint getting shit !,Negative,-0.4325,Non-hate
"This little boy blew his shofar to welcome the new immigrants arrive home in Israel. Arriving from the US, Russia, France, Argentina and Brazil! WATCH the story here: #ShabbatShalom",Positive,0.5093,Non-hate
Secondhand smoke exposure accounts for thousands of stillbirths in developing countries,Neutral,0.0,Non-hate
@user Wanna speak down to my girl bitch then step up big nose ass bitch. Saw that shit off.,Negative,-0.9403,Hate
Germany has a big imported antisemitismproblem. Many fanatic muslims make demonstrations against Jews. This is the fruit of Merkel imigration policy.,Neutral,0.0,Hate
@user I don't care even if you cook those illegals for breakfast #DeportThemAll #BuildTheWall #IllegalAliens #NoDACA #MAGA #Trump2020,Negative,-0.3875,Hate
"Iranians either entered via Greece or Serbia, which recklessly grants visas to Iranians.  Some Iranians now fly into SerbiaðŸ‘‰then leave for richer state in EU. Indirect support of illegal migration must end or others must impose sanctions on Serbia to adjust attitude.@euronews",Positive,0.25,Hate
"As EU leaders prepare to discuss migration, here's a succinct roundup of all the things they could do to protect refugee and migrant rights while controlling their borders @user",Positive,0.3818,Non-hate
When you stick it in the wrong hole on 'accident',Negative,-0.7351,Non-hate
@user Love the uniforms. So classy when compared with hysterical women protesters.,Positive,0.787,Hate
@user @user Hata maasai wako na aids you stupid son of a bitch. Luos are the ones who live lavish lifestyle in Kenya while u live like bedbugs. Puga,Negative,-0.6908,Non-hate
"@user @user Dont relent! Nuclear option! Crush the liberal scourge, Mr. President! Make the bleeding stop!#BuildThatWall #HuntThemDown #ImmigrantsGoBack#AmericaIsFull#WhereDoISendTheCheck",Negative,-0.4153,Hate
"Let’s talk about immigrants fighting fires - not starting them: (photo: Marcus Yan, Los Angeles Times)",Negative,-0.3612,Non-hate
Austria - locals call to deport migrants after hundreds of Muslims take to streets to embrace Hezbollah - Free Speech Time - @user,Positive,0.6808,Hate
@user How does a wretched ugly BITCH show joy at being a wretched bitch. Wilson crawl into ur hole & disappear,Negative,-0.8668,Hate
Heard that's ur bitch but that lil whore a bopper 😂😂😂,Positive,0.4939,Hate
"""Negative perceptions of the impact have not generated significant hostility toward the refugees. Many Jordanians continue to sympathize with the refugees and to support policies that would assist them.Â """,Positive,0.0665,Non-hate
"I visited a place here in Delhi where a community of Rohingya refugees live and they told us so many sad stories about their struggle. The fact that they can’t go home and can’t be safe at places they seek asylum at, is just.. heartbreaking.. we should do better",Negative,-0.4364,Non-hate
Hope this group and any members are placed on a security watch list and not the immigration list.... CBC News,Positive,0.6486,Non-hate
Once again: we call upon the government of Cameroon to refrain from carrying out further forced returns of Nigerian refugees and asylum-seekers.,Negative,-0.4588,Non-hate
I like my women like I like my laptop .. on my dick,Positive,0.4939,Hate
"beg for your fingers inside my tight little pussy, i promise it's only wet for you. maybe i'll also beg you to choke me, or spa... don't think you've earned any of these things angel. demanding subs sigh only beaten by bratty su...",Negative,-0.7239,Non-hate
"I understand why men don’t like women very much anymore. I do. #notallmen (Right, Left?)",Positive,0.3612,Non-hate
@user @user - hey @user @user @user we the people still insist on the WALL & #endDACA #endillegalimmigration & stop low wage programs & #supportEverify!!!!,Negative,-0.6671,Hate
@user HAHAH thank you hoe-nah!! ((-:,Positive,0.7339,Non-hate
We need to cut them off and get them out of here. #BuildThatWall #MAGA #POTUS.,Negative,-0.2732,Hate
anti immigrant hardliner as @user just described Kris Kobach -- I guess that's liberal news media spin for supporting the enforcement of border laws,Positive,0.1531,Non-hate
@user Hard to Take IDS on Europe when he never once apologised for his  parties assault on the poor or admit migration causes it,Negative,-0.6244,Non-hate
"Its forbidden to follow Soros in Hungary the parliament decides there. All foreign NGOs have to go out of Hungary otherwise the can go for 1 year into prison.This is the first step to hold indenpendce from  these people, which like to destroy Europe by refugees, Orban says.",Negative,-0.5859,Non-hate
Two migrants die on boat left adrift by Libya coast guard: charity,Negative,-0.2732,Non-hate
@user Boner killer? Hardly! I’m sure you’ve heard the joke about the best part of having sex with a preggo.,Positive,0.5289,Non-hate
Reformed this what does it mean by reforming to bring red carpet for illegal immigrant to walk across the border,Negative,-0.5574,Non-hate
"Lang and his family foundation gave a $100,000 grant to a partnership with Immigrant Justice Corps.",Positive,0.7096,Non-hate
ALL YOU PUSSY BOYS FALL BACK!,Neutral,0.0,Non-hate
If women want equailty they should be drafted into war. See how that feels!!!,Negative,-0.6679,Hate
Constructing a Mental Hospital Prior To Ram Temple would be Much Appreciated At Least You Will Be Treated For Your Prolonged Mental Illness.,Positive,0.1531,Non-hate
That moment when you wanna go crawl in a hole and stay down there forever #rightnow #FridayThe13th #curbsarenotmyfriend,Neutral,0.0,Non-hate
Nude sunbathers stunned as migrants storm beach...,Negative,-0.1027,Non-hate
@user This bitch will be rape by Trump too and then denie it.,Negative,-0.8591,Hate
My uncle Vern said women get their peiods because it's the only way God could get rid of some of their evil #womenareevil #evilwomen!!,Negative,-0.5972,Hate
#PatriotsUnited #MAGA #BuildThatWall #BuildTheWall we all need to sign this since we are all on Twitter whining about it @user,Negative,-0.2263,Hate
@user @user @user Hysterical? You said mentoring young women (>50% of student pop) is a peri…,Neutral,-0.0258,Non-hate
"Sometimes, all you have to do is just let out the rope.. #FeminismIsCancer",Neutral,0.0,Hate
@user Lets fuck whore stepmom bitch style,Negative,-0.9118,Hate
"@user @user #ICE at all voting booths! Deport all illegals , report the employers that are hiring them! They take our IDs vote in our elections and are a drain on our resources not to mention the drugs and murder. We are tired of it #Bu",Negative,-0.8475,Hate
@user @user or not *legal* but a complaint beyond the school itself... which just seems ridiculous in the 21st Century...,Negative,-0.7379,Non-hate
"one of my mottos is “leave people alone” aka leave me alone, leave vegans alone, leave the lgbtq+ community alone, leave poc alone, leave immigrant children alone, leave britney alone just mind ya business they dont have time 4 u they have their own business to worry about omgbye",Negative,-0.9201,Non-hate
Please consider acting today. This is #ImmigrantHeritageMonth and #RefugeeAwarenessMonth. It's time to speak up on behalf of those who need an advocate.,Positive,0.3182,Non-hate
Every white uterus that does not post a REFUGEES WELCOME sign shall be deemed racist.,Negative,-0.0688,Non-hate
"@user @user So triggered, its ok snowflake, you are the only bitch here. typical redneck inbred rape sup…",Negative,-0.7927,Hate
Fool me once shame on you. Pussy ho you wont fool me again.,Negative,-0.5565,Non-hate
"These people are not your friends. They are true .@realDonaldTrump supporters who hate people color, Hispanics, immigrants and women.",Negative,-0.1416,Hate
Wtf you're a skank bitch,Negative,-0.8225,Hate
@user #BuildThatWall So they can keep tunneling under the Border.,Neutral,0.0,Hate
@user Sad to see Govt inaction on deportation of Rohingyas&amp;other illegal migrants. Big threat to National security.Creating filth,Negative,-0.9022,Non-hate
"@user ok if #NotAllMen is bad. Next time I hear that a girl cheated, I'll assume that women are systemically pr…",Negative,-0.6808,Hate
"In each country of world must be established camps for refugees. There within 7 days it will finally decided, they can stay or go home.If they dont like to go home they should get only few food and had to stay there forever.",Negative,-0.2755,Non-hate
@user @user Go back to your hole you fucking roach.,Neutral,0.0,Non-hate
When your Jewish friend tells you what she gave up for Lent...,Positive,0.4939,Non-hate
"I make in a day what u make a month, n roll yo pros in a Haitian blunt, Take the bitch call wifey n make her slut 👅 @user",Negative,-0.8225,Hate
"I promise you: Everybody plays the lottery. Uh, no. Only the innumerant. It is going to be VERY hard for the @user to cover this woman. She tosses out lunacies not often seen in state wide candidates. Abt 6 fringe positions in this one stop. #gapol #gagov",Negative,-0.0839,Non-hate
"He's been convincing towns and cities to hire him to deal with their immigrant and 'voting' problems, seen them get sued, and walks away lining his pockets.  The perfect Trump candidate.",Positive,0.5719,Non-hate
New Jersey included $2.1 million in FY2019 budget for deportation legal defense. This is a crucial first step in ensuring that immigrant families across the state have the power to fight their cases in court. #DueProcess4All,Positive,0.128,Non-hate
"Many years ago I remember the ""Bradford experiment"" starting. This was to see how many immigrants could be packed into a town before things went seriously wrong. As nothing happened, other towns were selected and today we are past the point of no return. So sad. What treachery.",Negative,-0.8553,Hate
"#RT #AutumnLady by @user Mara McClain is a young Irish immigrant looking to begin anew in Victorian-era San Francisco, after the California Gold Rush #Amazon @user #romance #gr8books4u #mustread #histfic #BookBoost #BookWorm #goodreads",Positive,0.6486,Non-hate
“not all men” but like... it’s a solid 78% of you guys,Positive,0.631,Non-hate
Im not gonna sit back and let you categorize ALL WHITE MEN are targeting blacks people. Wtf are you even talking about? My best friend since middle school is BLACK. Half of all my friends are BLACK. This cop who gave me a warning yesterday is BLACK. Stfu with that racist mindset,Positive,0.0772,Non-hate
Massive DNC voter fraud! #CriminalDNC #CorruptDNC #FascistLeft Time for Justice! #DrainTheSwamp #MAGA #TrumpOCaptainMyCaptain #ILOVEICE #BuildThatWall #DeportIllegals,Negative,-0.2462,Hate
@user women alr hv lots of bad names tbh - - Bitch/slut/cunt etc etc. Trash is nothing.,Negative,-0.5423,Non-hate
#TheTalk is the typical sexist bigoted all-female show that berates males. End #misandry today! Men are fighting!!,Negative,-0.5229,Non-hate
@user Stay in the kitchen you whore,Negative,-0.6486,Hate
Inspiring: a Former #refugee among winners of Fields medal ‘“ the 'Nobel prize for maths' â¦@Refugeesâ©,Positive,0.9062,Non-hate
Ethiopian migrant in Italy,Neutral,0.0,Non-hate
want Canada to prioritize and welcome the most vulnerable #refugees in greatest need of our sanctuary – not just the relatively resourced asylum seekers who can reach our physical borders.,Positive,0.7512,Non-hate
The Democrat hypocrisy is disgusting. Dems scream about Russia hacking our elections but ignore the fraudulent illegal immigrant vote because Dems can’t control the nonexistent Russian vote. But you can control the illegal vote...dead or alive! Pass #VoterIDLaws #MAGA🇺🇸,Negative,-0.9601,Hate
RT @user @user @user @user She clearly thinks women are stupid! Bitch needs to take a seat.,Negative,-0.6996,Hate
"@user @user This lady looks leftminded, I think shes ignored that its not possible to take refugees from all over the world. The stop of any immigration into the USA must be the first target of a honest goverment.",Negative,-0.0516,Hate
Poll Finds Immigration and Terror Top Issues for People Across Europe,Negative,-0.3818,Non-hate
"@user It Is Logical, Not Evil,To Be Anti-Immigranthttps://t.co/XEvVeonxIo",Neutral,0.0,Hate
RT @user Because some women are stupid,Negative,-0.5267,Hate
""" #Myanmar doesn't want to see the #Rohingya return home, so after destroying our homes they are now occupying our land."" #persecution #humanrights #ucanews @user @user @user @user @user @user @user @user",Negative,-0.6249,Non-hate
#closetheborders for #IllegalImmigrants Do it now. It might already be too late!We don’t want more #nogozones in Europe.We don’t want more freeloaders and #mosques.We don’t want #sharialaws and #burqa’a in our cities and on our streets.,Positive,0.202,Hate
@user Let's laugh at the hurting women in the church. Our sisters in Christ. So funny!! Make fun of the hurting!! Hysterical!!,Positive,0.8212,Non-hate
@user @user @user @user Wrong !  Illegal Immigrants make up 5% of the population so of Course More Americans Commit Crimes because its more Citizens ! Yet 34% Of Federal Prisoners are Illegals these does not include State Prison,Negative,-0.7509,Hate
"Muslim migrants leave Germany ""We did not get free stuff. Nothing is free here"" - Free Speech Time - @user",Negative,-0.3191,Hate
"Alyssa Milano, a brainless whore l, isn't empower women in any way. Women in science mathematics engineering and medicine are actually .",Negative,-0.6486,Hate
... some cunt tagged my mom´s house - reason #43 I´m leaving this shit -hole for good,Negative,-0.6757,Hate
When you see your friends after gettin some new ass,Negative,-0.1027,Non-hate
@user You are hysterical. Once you've decided to have your baby it has rights once it's born. #roaster,Neutral,-0.0258,Non-hate
@user I cannot imagine any woman who does not have a sexual assualt or rape or both even more than once. Sad…,Negative,-0.6908,Non-hate
"#press #news #blog #army #sex Once a month, a man of action is highlighted. Check it out today.",Neutral,0.0,Non-hate
Press conference starting now at @user with @user Refugee Rights Director @user - report released on plight of #Rohingya refugees in #Bangladesh on line now: #Myanmar #Burma,Neutral,0.0,Non-hate
Dozens of migrants intercepted off Greek islands,Neutral,0.0,Hate
"I generally dismiss the articles decrying the backlash against refugees, because we’ve been doing a poor job at taking in actual refugees. Canadian concerns over the inundation of economic migrants is a separate issue and are not invalid.",Negative,-0.4767,Non-hate
"anti-immigrant. Anti- murdering, raping, thieving and lazy opportunistic 3rd world primitive migrant who has no right to be in the Western world.#SendThemBack",Negative,-0.9451,Hate
"This year 20,000 refugees are expected to arrive in the U.S. Most are families with young children, in search of safety. Together, we can help them rebuild their lives. It's simple. Just visit this link and follow the steps below. âž",Positive,0.6705,Non-hate
@user @user Lol girl 😭😭 he just don’t want nobody to kno he had a baby with this bitch 😭😭,Negative,-0.93,Non-hate
Here's what Americans think about immigration via @user,Neutral,0.0,Non-hate
This crap won't stop until we #BuildTheWall #DeportThemAll #NoAmnesty #NoDaca #NoMore,Negative,-0.1808,Hate
@user Sturgeon wants to give refugees the right to vote. Talk about changing demographics to get you elected.,Neutral,0.0,Non-hate
@user no its for women who are being a fucking bitch,Negative,-0.7425,Hate
But let's blame the women for being in the military in the first place eh you fucking cunt smear,Negative,-0.9101,Hate
@user @user NO Rian - refugees must moved away from each country in world.,Negative,-0.4466,Hate
"Why daily 5000 refugees come from Eritrea ? First they want a better life, second the military service there needs long. They are 80 % accepted in the EU, which is wrong, because the only can come if they pay 8000 â‚¬ for illigal coorruption help.",Positive,0.5423,Hate
"Pentagon officials will house nearly 20,000 migrant children on military bases  Somebody close tell Trump to kick Mexico awake. 300 million aid will vanish fast...",Neutral,0.0,Non-hate
I had a nightmare last night that my 1 yo child had been taken by immigration and I hadn't seen him for months... It was just a dream and I don't have children.. woke up heartbroken for the immigrant mothers who are living this nightmare in real time 💔💔,Neutral,-0.0258,Non-hate
ðŸ‡¦ðŸ‡¹Austria: '‘˜Jesus said give to men in need’: Refugee wants Austrians to share money &amp; homes with migrants'No go back to your third world shithole. You are not entitled to make austria your home.,Positive,0.0992,Hate
Morgue Acquires More Freezers After Huge Increase In Immigrant Crossing Deaths,Positive,0.5378,Non-hate
@user “I want women to have equal rights” ... unless you don’t fit my exact definition of how a woman should be then you’re a hoe,Positive,0.4215,Hate
My mum & dad fired me when I was 2. Didn’t make me bitter & twisted the fucking slag whore gay cunts #TheApprentice…,Negative,-0.9421,Non-hate
I'm the nicest fucking person but if you come at me calling me a slut and such for having an opinion I will be a bitch to you. Not sorry.,Negative,-0.874,Non-hate
"@user I didnt see any hysterical women, did you?. How mysoginist of her.",Neutral,0.0191,Non-hate
@user @user Now there’s a point to ponder. Why not indeed. Maybe because there’s an agenda here and it has nothing to do with helping anyone. And a lot to do with destroying the West.,Negative,-0.34,Non-hate
"I look in her eyes, &; it's clear the girl ain't here. She's already in 1st class on the Mothership. Bitch! Gimme that damn Watchtower!",Negative,-0.6688,Non-hate
@user shut the FUCK up you infected pussy fungus.,Negative,-0.8143,Non-hate
Weekends vs weekdays,Neutral,0.0,Non-hate
Some absolute skank of a girl out there trying to cause trouble. Not happening love.. I show my girl every message a girl sends me,Negative,-0.7243,Hate
@user @user Someone tell the hysterical woman that the last time Cam was without Benjamin he won league MVP.,Negative,-0.4763,Hate
